date,state,district,pincode,bio_age_5_17,bio_age_17_
05-06-2025,Tamil Nadu,Krishnagiri,635304,6,7
05-06-2025,Tamil Nadu,Krishnagiri,635307,7,12
29-06-2025,Tamil Nadu,Krishnagiri,635110,0,2
29-06-2025,Tamil Nadu,Krishnagiri,635115,0,2
29-06-2025,Tamil Nadu,Krishnagiri,635116,0,1
27-06-2025,Tamil Nadu,Krishnagiri,635111,0,1
21-06-2025,Tamil Nadu,Krishnagiri,636806,0,1
15-06-2025,Tamil Nadu,Krishnagiri,635002,0,1
15-06-2025,Tamil Nadu,Krishnagiri,635117,1,5
15-06-2025,Tamil Nadu,Krishnagiri,635204,0,1
15-06-2025,Tamil Nadu,Krishnagiri,635207,0,4
15-06-2025,Tamil Nadu,Krishnagiri,635307,0,1
15-07-2025,Tamil Nadu,Krishnagiri,635120,1,11
19-07-2025,Tamil Nadu,Krishnagiri,635111,1,2
23-06-2025,Tamil Nadu,Krishnagiri,635105,6,2
23-06-2025,Tamil Nadu,Krishnagiri,635106,0,1
23-06-2025,Tamil Nadu,Krishnagiri,635118,1,9
23-06-2025,Tamil Nadu,Krishnagiri,635121,17,13
24-06-2025,Tamil Nadu,Krishnagiri,635108,0,2
24-06-2025,Tamil Nadu,Krishnagiri,635109,4,32
24-06-2025,Tamil Nadu,Krishnagiri,635119,1,1
24-06-2025,Tamil Nadu,Krishnagiri,635121,7,12
24-06-2025,Tamil Nadu,Krishnagiri,635203,2,10
24-06-2025,Tamil Nadu,Krishnagiri,636902,0,2
26-06-2025,Tamil Nadu,Krishnagiri,635001,7,21
26-06-2025,Tamil Nadu,Krishnagiri,635002,3,6
26-06-2025,Tamil Nadu,Krishnagiri,635102,6,14
26-06-2025,Tamil Nadu,Krishnagiri,635105,5,7
26-06-2025,Tamil Nadu,Krishnagiri,635119,0,3
26-06-2025,Tamil Nadu,Krishnagiri,635121,8,10
26-06-2025,Tamil Nadu,Krishnagiri,635207,2,4
26-06-2025,Tamil Nadu,Krishnagiri,635307,1,12
25-06-2025,Tamil Nadu,Krishnagiri,635104,10,14
25-06-2025,Tamil Nadu,Krishnagiri,635105,0,2
25-06-2025,Tamil Nadu,Krishnagiri,635106,0,4
25-06-2025,Tamil Nadu,Krishnagiri,635113,7,12
25-06-2025,Tamil Nadu,Krishnagiri,635123,0,2
25-06-2025,Tamil Nadu,Krishnagiri,635306,4,5
10-06-2025,Tamil Nadu,Krishnagiri,635001,5,27
10-06-2025,Tamil Nadu,Krishnagiri,635101,1,4
10-06-2025,Tamil Nadu,Krishnagiri,635102,13,7
10-06-2025,Tamil Nadu,Krishnagiri,635105,2,4
10-06-2025,Tamil Nadu,Krishnagiri,635112,7,16
10-06-2025,Tamil Nadu,Krishnagiri,635113,1,3
10-06-2025,Tamil Nadu,Krishnagiri,635116,0,1
12-06-2025,Tamil Nadu,Krishnagiri,635101,0,3
12-06-2025,Tamil Nadu,Krishnagiri,635102,7,11
12-06-2025,Tamil Nadu,Krishnagiri,635121,7,11
12-06-2025,Tamil Nadu,Krishnagiri,635123,0,5
12-06-2025,Tamil Nadu,Krishnagiri,635126,2,7
12-06-2025,Tamil Nadu,Krishnagiri,635204,1,4
12-06-2025,Tamil Nadu,Krishnagiri,635307,2,2
12-06-2025,Tamil Nadu,Krishnagiri,635654,2,0
13-06-2025,Tamil Nadu,Krishnagiri,635102,2,11
13-06-2025,Tamil Nadu,Krishnagiri,635115,2,14
13-06-2025,Tamil Nadu,Krishnagiri,635206,2,13
13-06-2025,Tamil Nadu,Krishnagiri,635304,3,11
13-06-2025,Tamil Nadu,Krishnagiri,635306,1,4
13-06-2025,Tamil Nadu,Krishnagiri,636812,0,1
19-06-2025,Tamil Nadu,Krishnagiri,635107,4,4
19-06-2025,Tamil Nadu,Krishnagiri,635108,3,7
19-06-2025,Tamil Nadu,Krishnagiri,635112,5,12
19-06-2025,Tamil Nadu,Krishnagiri,635114,0,1
19-06-2025,Tamil Nadu,Krishnagiri,635126,4,10
11-06-2025,Tamil Nadu,Krishnagiri,635102,5,11
11-06-2025,Tamil Nadu,Krishnagiri,635106,1,1
11-06-2025,Tamil Nadu,Krishnagiri,635112,11,22
11-06-2025,Tamil Nadu,Krishnagiri,635116,5,20
11-06-2025,Tamil Nadu,Krishnagiri,635117,5,10
11-06-2025,Tamil Nadu,Krishnagiri,635118,1,5
11-06-2025,Tamil Nadu,Krishnagiri,635207,4,19
11-06-2025,Tamil Nadu,Krishnagiri,635306,1,6
16-06-2025,Tamil Nadu,Krishnagiri,635001,11,25
16-06-2025,Tamil Nadu,Krishnagiri,635105,1,8
16-06-2025,Tamil Nadu,Krishnagiri,635106,1,4
16-06-2025,Tamil Nadu,Krishnagiri,635115,8,7
16-06-2025,Tamil Nadu,Krishnagiri,635116,7,10
16-06-2025,Tamil Nadu,Krishnagiri,635122,5,9
16-06-2025,Tamil Nadu,Krishnagiri,635126,6,8
16-06-2025,Tamil Nadu,Krishnagiri,635201,1,7
16-06-2025,Tamil Nadu,Krishnagiri,635203,8,10
27-06-2025,Tamil Nadu,Krishnagiri,635001,12,13
27-06-2025,Tamil Nadu,Krishnagiri,635109,5,33
27-06-2025,Tamil Nadu,Krishnagiri,635120,0,6
27-06-2025,Tamil Nadu,Krishnagiri,635121,16,18
27-06-2025,Tamil Nadu,Krishnagiri,635122,1,4
27-06-2025,Tamil Nadu,Krishnagiri,635304,2,2
03-07-2025,Tamil Nadu,Krishnagiri,635110,0,4
03-07-2025,Tamil Nadu,Krishnagiri,635112,4,6
03-07-2025,Tamil Nadu,Krishnagiri,635115,8,7
03-07-2025,Tamil Nadu,Krishnagiri,635116,2,10
03-07-2025,Tamil Nadu,Krishnagiri,635118,0,4
03-07-2025,Tamil Nadu,Krishnagiri,635119,3,6
03-07-2025,Tamil Nadu,Krishnagiri,635201,1,6
03-07-2025,Tamil Nadu,Krishnagiri,635204,2,4
03-07-2025,Tamil Nadu,Krishnagiri,636806,0,2
05-07-2025,Tamil Nadu,Krishnagiri,635101,1,1
05-07-2025,Tamil Nadu,Krishnagiri,635104,4,4
05-07-2025,Tamil Nadu,Krishnagiri,635105,7,2
05-07-2025,Tamil Nadu,Krishnagiri,635114,9,6
05-07-2025,Tamil Nadu,Krishnagiri,635115,9,2
05-07-2025,Tamil Nadu,Krishnagiri,635124,1,0
05-07-2025,Tamil Nadu,Krishnagiri,635201,4,2
05-07-2025,Tamil Nadu,Krishnagiri,635306,0,9
04-07-2025,Tamil Nadu,Krishnagiri,635101,0,4
04-07-2025,Tamil Nadu,Krishnagiri,635109,8,27
04-07-2025,Tamil Nadu,Krishnagiri,635113,1,3
04-07-2025,Tamil Nadu,Krishnagiri,635119,3,4
04-07-2025,Tamil Nadu,Krishnagiri,635122,5,5
04-07-2025,Tamil Nadu,Krishnagiri,635201,2,4
04-07-2025,Tamil Nadu,Krishnagiri,635204,0,7
08-07-2025,Tamil Nadu,Krishnagiri,635001,13,24
08-07-2025,Tamil Nadu,Krishnagiri,635002,2,4
08-07-2025,Tamil Nadu,Krishnagiri,635102,2,3
08-07-2025,Tamil Nadu,Krishnagiri,635103,2,2
08-07-2025,Tamil Nadu,Krishnagiri,635114,1,6
08-07-2025,Tamil Nadu,Krishnagiri,635119,5,5
08-07-2025,Tamil Nadu,Krishnagiri,635123,1,1
08-07-2025,Tamil Nadu,Krishnagiri,635124,1,1
08-07-2025,Tamil Nadu,Krishnagiri,636902,0,3
28-06-2025,Tamil Nadu,Krishnagiri,635001,15,4
28-06-2025,Tamil Nadu,Krishnagiri,635110,2,4
28-06-2025,Tamil Nadu,Krishnagiri,635118,8,2
28-06-2025,Tamil Nadu,Krishnagiri,635119,1,0
28-06-2025,Tamil Nadu,Krishnagiri,635121,10,2
28-06-2025,Tamil Nadu,Krishnagiri,635123,1,2
28-06-2025,Tamil Nadu,Krishnagiri,635126,2,3
01-07-2025,Tamil Nadu,Krishnagiri,635001,6,23
01-07-2025,Tamil Nadu,Krishnagiri,635101,0,1
01-07-2025,Tamil Nadu,Krishnagiri,635102,0,4
01-07-2025,Tamil Nadu,Krishnagiri,635107,10,9
01-07-2025,Tamil Nadu,Krishnagiri,635114,4,5
01-07-2025,Tamil Nadu,Krishnagiri,635121,7,12
01-07-2025,Tamil Nadu,Krishnagiri,635122,7,10
01-07-2025,Tamil Nadu,Krishnagiri,635123,0,1
01-07-2025,Tamil Nadu,Krishnagiri,635126,2,15
01-07-2025,Tamil Nadu,Krishnagiri,635206,1,5
01-07-2025,Tamil Nadu,Krishnagiri,635306,3,4
01-07-2025,Tamil Nadu,Krishnagiri,636902,1,0
30-06-2025,Tamil Nadu,Krishnagiri,635102,0,1
30-06-2025,Tamil Nadu,Krishnagiri,635103,0,3
30-06-2025,Tamil Nadu,Krishnagiri,635108,1,3
30-06-2025,Tamil Nadu,Krishnagiri,635112,4,7
30-06-2025,Tamil Nadu,Krishnagiri,635113,4,15
30-06-2025,Tamil Nadu,Krishnagiri,635119,2,4
30-06-2025,Tamil Nadu,Krishnagiri,635122,3,4
30-06-2025,Tamil Nadu,Krishnagiri,635304,6,4
30-06-2025,Tamil Nadu,Krishnagiri,636902,3,1
09-07-2025,Tamil Nadu,Krishnagiri,635102,6,5
09-07-2025,Tamil Nadu,Krishnagiri,635103,1,4
09-07-2025,Tamil Nadu,Krishnagiri,635112,2,10
09-07-2025,Tamil Nadu,Krishnagiri,635124,0,1
09-07-2025,Tamil Nadu,Krishnagiri,635201,2,4
09-07-2025,Tamil Nadu,Krishnagiri,635207,0,13
09-07-2025,Tamil Nadu,Krishnagiri,635306,0,4
15-06-2025,Tamil Nadu,Krishnagiri,635107,2,2
14-06-2025,Tamil Nadu,Krishnagiri,635119,2,1
14-06-2025,Tamil Nadu,Krishnagiri,635120,2,2
14-06-2025,Tamil Nadu,Krishnagiri,635121,12,4
14-06-2025,Tamil Nadu,Krishnagiri,635207,0,4
14-06-2025,Tamil Nadu,Krishnagiri,635306,4,3
14-06-2025,Tamil Nadu,Krishnagiri,635307,5,0
18-06-2025,Tamil Nadu,Krishnagiri,635117,8,8
18-06-2025,Tamil Nadu,Krishnagiri,635120,0,6
18-06-2025,Tamil Nadu,Krishnagiri,635124,0,6
18-06-2025,Tamil Nadu,Krishnagiri,636806,1,3
17-06-2025,Tamil Nadu,Krishnagiri,635104,8,15
17-06-2025,Tamil Nadu,Krishnagiri,635113,6,11
17-06-2025,Tamil Nadu,Krishnagiri,635116,8,8
17-06-2025,Tamil Nadu,Krishnagiri,635122,0,6
17-06-2025,Tamil Nadu,Krishnagiri,635126,7,11
06-06-2025,Tamil Nadu,Krishnagiri,635001,11,18
06-06-2025,Tamil Nadu,Krishnagiri,635104,8,12
06-06-2025,Tamil Nadu,Krishnagiri,635106,1,3
06-06-2025,Tamil Nadu,Krishnagiri,635107,15,15
06-06-2025,Tamil Nadu,Krishnagiri,635117,12,12
06-06-2025,Tamil Nadu,Krishnagiri,635120,6,6
06-06-2025,Tamil Nadu,Krishnagiri,635121,11,6
06-06-2025,Tamil Nadu,Krishnagiri,635304,3,2
06-06-2025,Tamil Nadu,Krishnagiri,636902,3,0
09-06-2025,Tamil Nadu,Krishnagiri,635101,5,9
09-06-2025,Tamil Nadu,Krishnagiri,635105,4,9
09-06-2025,Tamil Nadu,Krishnagiri,635115,6,4
09-06-2025,Tamil Nadu,Krishnagiri,635117,10,9
08-06-2025,Tamil Nadu,Krishnagiri,635124,3,1
07-06-2025,Tamil Nadu,Krishnagiri,635105,1,1
20-06-2025,Tamil Nadu,Krishnagiri,635101,0,3
20-06-2025,Tamil Nadu,Krishnagiri,635105,3,3
20-06-2025,Tamil Nadu,Krishnagiri,635117,13,14
20-06-2025,Tamil Nadu,Krishnagiri,635119,5,3
21-06-2025,Tamil Nadu,Krishnagiri,635001,18,18
21-06-2025,Tamil Nadu,Krishnagiri,635002,6,5
21-06-2025,Tamil Nadu,Krishnagiri,635105,2,4
21-06-2025,Tamil Nadu,Krishnagiri,635122,9,2
21-06-2025,Tamil Nadu,Krishnagiri,635126,9,9
21-06-2025,Tamil Nadu,Krishnagiri,635304,3,2
21-06-2025,Tamil Nadu,Krishnagiri,636902,3,0
02-07-2025,Tamil Nadu,Krishnagiri,635103,0,1
02-07-2025,Tamil Nadu,Krishnagiri,635114,0,4
02-07-2025,Tamil Nadu,Krishnagiri,635115,3,7
02-07-2025,Tamil Nadu,Krishnagiri,635120,1,7
02-07-2025,Tamil Nadu,Krishnagiri,635123,1,0
02-07-2025,Tamil Nadu,Krishnagiri,635124,0,2
02-07-2025,Tamil Nadu,Krishnagiri,635201,3,3
02-07-2025,Tamil Nadu,Krishnagiri,635204,4,6
02-07-2025,Tamil Nadu,Krishnagiri,635206,5,15
06-07-2025,Tamil Nadu,Krishnagiri,635115,0,1
06-07-2025,Tamil Nadu,Krishnagiri,635121,1,0
07-07-2025,Tamil Nadu,Krishnagiri,635105,2,14
07-07-2025,Tamil Nadu,Krishnagiri,635106,4,0
07-07-2025,Tamil Nadu,Krishnagiri,635107,9,16
07-07-2025,Tamil Nadu,Krishnagiri,635115,9,9
07-07-2025,Tamil Nadu,Krishnagiri,635119,6,10
07-07-2025,Tamil Nadu,Krishnagiri,635126,1,6
07-07-2025,Tamil Nadu,Krishnagiri,635201,1,3
15-07-2025,Tamil Nadu,Krishnagiri,635118,1,14
15-07-2025,Tamil Nadu,Krishnagiri,635121,4,10
15-07-2025,Tamil Nadu,Krishnagiri,635206,3,14
15-07-2025,Tamil Nadu,Krishnagiri,635306,0,7
16-07-2025,Tamil Nadu,Krishnagiri,635001,6,18
16-07-2025,Tamil Nadu,Krishnagiri,635104,5,9
16-07-2025,Tamil Nadu,Krishnagiri,635107,8,17
16-07-2025,Tamil Nadu,Krishnagiri,635113,28,12
16-07-2025,Tamil Nadu,Krishnagiri,635124,1,0
16-07-2025,Tamil Nadu,Krishnagiri,635126,2,15
16-07-2025,Tamil Nadu,Krishnagiri,636806,1,0
16-07-2025,Tamil Nadu,Krishnagiri,636902,3,2
10-07-2025,Tamil Nadu,Krishnagiri,635103,1,3
10-07-2025,Tamil Nadu,Krishnagiri,635108,3,5
10-07-2025,Tamil Nadu,Krishnagiri,635114,2,1
10-07-2025,Tamil Nadu,Krishnagiri,635118,2,9
10-07-2025,Tamil Nadu,Krishnagiri,635122,0,8
10-07-2025,Tamil Nadu,Krishnagiri,635306,2,4
11-07-2025,Tamil Nadu,Krishnagiri,635104,7,13
11-07-2025,Tamil Nadu,Krishnagiri,635105,2,8
11-07-2025,Tamil Nadu,Krishnagiri,635109,13,31
11-07-2025,Tamil Nadu,Krishnagiri,635119,6,14
11-07-2025,Tamil Nadu,Krishnagiri,635120,2,5
11-07-2025,Tamil Nadu,Krishnagiri,635306,1,6
12-07-2025,Tamil Nadu,Krishnagiri,635001,11,13
12-07-2025,Tamil Nadu,Krishnagiri,635107,3,6
12-07-2025,Tamil Nadu,Krishnagiri,635110,0,5
12-07-2025,Tamil Nadu,Krishnagiri,635115,8,7
12-07-2025,Tamil Nadu,Krishnagiri,635119,2,1
12-07-2025,Tamil Nadu,Krishnagiri,635307,8,2
13-07-2025,Tamil Nadu,Krishnagiri,635102,0,1
13-07-2025,Tamil Nadu,Krishnagiri,635103,0,10
13-07-2025,Tamil Nadu,Krishnagiri,635113,0,2
13-07-2025,Tamil Nadu,Krishnagiri,636902,0,2
14-07-2025,Tamil Nadu,Krishnagiri,635103,2,1
14-07-2025,Tamil Nadu,Krishnagiri,635109,15,46
14-07-2025,Tamil Nadu,Krishnagiri,635113,1,7
14-07-2025,Tamil Nadu,Krishnagiri,635117,3,17
14-07-2025,Tamil Nadu,Krishnagiri,635118,5,9
14-07-2025,Tamil Nadu,Krishnagiri,635126,5,11
14-07-2025,Tamil Nadu,Krishnagiri,635203,5,15
14-07-2025,Tamil Nadu,Krishnagiri,636806,0,6
17-07-2025,Tamil Nadu,Krishnagiri,635002,1,6
17-07-2025,Tamil Nadu,Krishnagiri,635103,3,6
17-07-2025,Tamil Nadu,Krishnagiri,635107,6,16
17-07-2025,Tamil Nadu,Krishnagiri,635108,4,6
17-07-2025,Tamil Nadu,Krishnagiri,635120,5,5
17-07-2025,Tamil Nadu,Krishnagiri,635304,0,2
17-07-2025,Tamil Nadu,Krishnagiri,636902,7,2
18-12-2025,Tamil Nadu,Krishnagiri,635103,1,2
18-12-2025,Tamil Nadu,Krishnagiri,635104,6,17
18-12-2025,Tamil Nadu,Krishnagiri,635106,3,1
18-12-2025,Tamil Nadu,Krishnagiri,635108,7,6
18-12-2025,Tamil Nadu,Krishnagiri,635115,37,9
18-12-2025,Tamil Nadu,Krishnagiri,635121,16,10
18-12-2025,Tamil Nadu,Krishnagiri,635202,1,0
18-12-2025,Tamil Nadu,Krishnagiri,635207,11,13
22-12-2025,Tamil Nadu,Krishnagiri,635101,8,3
22-12-2025,Tamil Nadu,Krishnagiri,635112,20,24
22-12-2025,Tamil Nadu,Krishnagiri,635116,5,16
22-12-2025,Tamil Nadu,Krishnagiri,635201,3,8
23-12-2025,Tamil Nadu,Krishnagiri,635102,6,7
23-12-2025,Tamil Nadu,Krishnagiri,635106,0,1
23-12-2025,Tamil Nadu,Krishnagiri,635107,11,25
23-12-2025,Tamil Nadu,Krishnagiri,635122,6,7
23-12-2025,Tamil Nadu,Krishnagiri,635207,7,14
23-12-2025,Tamil Nadu,Krishnagiri,635306,16,9
23-12-2025,Tamil Nadu,Krishnagiri,635307,2,13
23-12-2025,Tamil Nadu,Krishnagiri,636902,0,3
16-12-2025,Tamil Nadu,Krishnagiri,635002,4,11
16-12-2025,Tamil Nadu,Krishnagiri,635104,18,12
16-12-2025,Tamil Nadu,Krishnagiri,635109,31,48
16-12-2025,Tamil Nadu,Krishnagiri,635204,4,7
16-12-2025,Tamil Nadu,Krishnagiri,635304,3,7
16-12-2025,Tamil Nadu,Krishnagiri,635306,5,6
16-12-2025,Tamil Nadu,Krishnagiri,636902,1,1
17-12-2025,Tamil Nadu,Krishnagiri,635108,5,1
17-12-2025,Tamil Nadu,Krishnagiri,635113,6,9
17-12-2025,Tamil Nadu,Krishnagiri,635117,20,26
17-12-2025,Tamil Nadu,Krishnagiri,635124,1,1
17-12-2025,Tamil Nadu,Krishnagiri,636806,1,2
19-12-2025,Tamil Nadu,Krishnagiri,635001,13,23
19-12-2025,Tamil Nadu,Krishnagiri,635101,11,1
19-12-2025,Tamil Nadu,Krishnagiri,635117,35,18
19-12-2025,Tamil Nadu,Krishnagiri,635119,2,7
19-12-2025,Tamil Nadu,Krishnagiri,635304,6,9
19-12-2025,Tamil Nadu,Krishnagiri,635306,20,9
19-12-2025,Tamil Nadu,Krishnagiri,636902,1,0
24-12-2025,Tamil Nadu,Krishnagiri,635101,15,6
24-12-2025,Tamil Nadu,Krishnagiri,635103,8,3
24-12-2025,Tamil Nadu,Krishnagiri,635110,12,4
24-12-2025,Tamil Nadu,Krishnagiri,635114,2,1
24-12-2025,Tamil Nadu,Krishnagiri,635126,23,11
20-12-2025,Tamil Nadu,Krishnagiri,635001,17,20
20-12-2025,Tamil Nadu,Krishnagiri,635108,7,6
20-12-2025,Tamil Nadu,Krishnagiri,635115,4,5
20-12-2025,Tamil Nadu,Krishnagiri,635116,12,9
20-12-2025,Tamil Nadu,Krishnagiri,635118,10,5
20-12-2025,Tamil Nadu,Krishnagiri,636902,1,1
21-12-2025,Tamil Nadu,Krishnagiri,635109,3,3
21-12-2025,Tamil Nadu,Krishnagiri,635114,0,1
26-12-2025,Tamil Nadu,Krishnagiri,635109,86,33
26-12-2025,Tamil Nadu,Krishnagiri,635112,58,13
26-12-2025,Tamil Nadu,Krishnagiri,635114,11,11
26-12-2025,Tamil Nadu,Krishnagiri,635122,22,2
26-12-2025,Tamil Nadu,Krishnagiri,635206,23,5
26-12-2025,Tamil Nadu,Krishnagiri,636902,7,4
01-03-2025,Tamil Nadu,Krishnagiri,635111,27,16
01-03-2025,Tamil Nadu,Krishnagiri,635108,136,56
01-03-2025,Tamil Nadu,Krishnagiri,635114,274,109
01-03-2025,Tamil Nadu,Krishnagiri,635119,208,56
01-03-2025,Tamil Nadu,Krishnagiri,635123,111,68
01-03-2025,Tamil Nadu,Krishnagiri,635104,486,165
01-03-2025,Tamil Nadu,Krishnagiri,635102,294,169
01-04-2025,Tamil Nadu,Krishnagiri,635126,146,164
01-04-2025,Tamil Nadu,Krishnagiri,635124,23,22
01-04-2025,Tamil Nadu,Krishnagiri,635117,167,158
01-04-2025,Tamil Nadu,Krishnagiri,635203,245,179
01-04-2025,Tamil Nadu,Krishnagiri,635104,221,162
01-04-2025,Tamil Nadu,Krishnagiri,635109,692,579
01-04-2025,Tamil Nadu,Krishnagiri,635119,84,75
01-04-2025,Tamil Nadu,Krishnagiri,635107,470,339
01-05-2025,Tamil Nadu,Krishnagiri,635124,20,24
01-05-2025,Tamil Nadu,Krishnagiri,635123,100,50
01-04-2025,Tamil Nadu,Krishnagiri,635118,137,204
01-05-2025,Tamil Nadu,Krishnagiri,635001,615,395
01-06-2025,Tamil Nadu,Krishnagiri,635306,96,99
01-06-2025,Tamil Nadu,Krishnagiri,635119,65,78
01-06-2025,Tamil Nadu,Krishnagiri,635204,127,105
01-06-2025,Tamil Nadu,Krishnagiri,635304,179,121
01-05-2025,Tamil Nadu,Krishnagiri,635307,164,118
01-06-2025,Tamil Nadu,Krishnagiri,635120,121,106
01-05-2025,Tamil Nadu,Krishnagiri,636806,23,25
01-05-2025,Tamil Nadu,Krishnagiri,635118,129,135
01-06-2025,Tamil Nadu,Krishnagiri,635113,147,193
01-06-2025,Tamil Nadu,Krishnagiri,635121,308,213
14-09-2025,Tamil Nadu,Krishnagiri,635102,0,1
20-10-2025,Tamil Nadu,Krishnagiri,635001,4,0
20-10-2025,Tamil Nadu,Krishnagiri,635113,3,0
20-10-2025,Tamil Nadu,Krishnagiri,635118,1,0
27-10-2025,Tamil Nadu,Krishnagiri,636812,1,0
26-10-2025,Tamil Nadu,Krishnagiri,635111,5,2
19-10-2025,Tamil Nadu,Krishnagiri,635123,5,3
19-10-2025,Tamil Nadu,Krishnagiri,635204,17,6
02-11-2025,Tamil Nadu,Krishnagiri,636806,3,3
02-11-2025,Tamil Nadu,Krishnagiri,636812,1,0
16-11-2025,Tamil Nadu,Krishnagiri,635115,9,2
16-11-2025,Tamil Nadu,Krishnagiri,636902,2,0
07-12-2025,Tamil Nadu,Krishnagiri,635306,4,2
07-12-2025,Tamil Nadu,Krishnagiri,636812,1,0
12-12-2025,Tamil Nadu,Krishnagiri,635205,0,1
03-01-2026,Tamil Nadu,Krishnagiri,635101,3,1
03-01-2026,Tamil Nadu,Krishnagiri,635104,1,1
03-01-2026,Tamil Nadu,Krishnagiri,635118,4,1
03-01-2026,Tamil Nadu,Krishnagiri,635119,5,0
03-01-2026,Tamil Nadu,Krishnagiri,635122,3,2
02-01-2026,Tamil Nadu,Krishnagiri,635102,4,7
02-01-2026,Tamil Nadu,Krishnagiri,635103,5,2
02-01-2026,Tamil Nadu,Krishnagiri,635112,28,4
02-01-2026,Tamil Nadu,Krishnagiri,635113,12,4
02-01-2026,Tamil Nadu,Krishnagiri,635114,4,5
02-01-2026,Tamil Nadu,Krishnagiri,635115,18,3
02-01-2026,Tamil Nadu,Krishnagiri,635119,4,3
02-01-2026,Tamil Nadu,Krishnagiri,635122,12,4
02-01-2026,Tamil Nadu,Krishnagiri,635201,6,4
14-12-2025,Tamil Nadu,Krishnagiri,635122,1,0
19-12-2025,Tamil Nadu,Krishnagiri,635301,1,0
27-12-2025,Tamil Nadu,Krishnagiri,635115,9,8
27-12-2025,Tamil Nadu,Krishnagiri,635116,5,6
27-12-2025,Tamil Nadu,Krishnagiri,635121,16,12
28-12-2025,Tamil Nadu,Krishnagiri,635001,15,3
28-12-2025,Tamil Nadu,Krishnagiri,635105,0,1
28-12-2025,Tamil Nadu,Krishnagiri,635107,3,2
28-12-2025,Tamil Nadu,Krishnagiri,635110,3,1
28-12-2025,Tamil Nadu,Krishnagiri,635112,24,7
28-12-2025,Tamil Nadu,Krishnagiri,635117,22,3
28-12-2025,Tamil Nadu,Krishnagiri,635123,4,0
28-12-2025,Tamil Nadu,Krishnagiri,635126,9,9
28-12-2025,Tamil Nadu,Krishnagiri,635203,17,3
28-12-2025,Tamil Nadu,Krishnagiri,635304,3,1
28-12-2025,Tamil Nadu,Krishnagiri,635307,2,3
01-01-2026,Tamil Nadu,Krishnagiri,635102,4,6
01-01-2026,Tamil Nadu,Krishnagiri,635122,14,9
01-01-2026,Tamil Nadu,Krishnagiri,635123,14,5
01-01-2026,Tamil Nadu,Krishnagiri,635206,19,9
01-01-2026,Tamil Nadu,Krishnagiri,635207,27,8
01-01-2026,Tamil Nadu,Krishnagiri,635304,20,5
01-01-2026,Tamil Nadu,Krishnagiri,636812,1,0
25-12-2025,Tamil Nadu,Krishnagiri,635654,1,0
29-12-2025,Tamil Nadu,Krishnagiri,635001,43,10
29-12-2025,Tamil Nadu,Krishnagiri,635105,11,4
29-12-2025,Tamil Nadu,Krishnagiri,635114,8,3
29-12-2025,Tamil Nadu,Krishnagiri,635201,14,1
29-12-2025,Tamil Nadu,Krishnagiri,635204,11,3
29-12-2025,Tamil Nadu,Krishnagiri,635304,19,4
29-12-2025,Tamil Nadu,Krishnagiri,636902,2,1
25-12-2025,Tamil Nadu,Krishnagiri,635114,0,2
25-12-2025,Tamil Nadu,Krishnagiri,635116,0,3
25-12-2025,Tamil Nadu,Krishnagiri,635124,0,4
25-12-2025,Tamil Nadu,Krishnagiri,635206,1,5
25-12-2025,Tamil Nadu,Krishnagiri,635207,1,6
30-11-2025,Tamil Nadu,Krishnagiri,635101,0,1
30-11-2025,Tamil Nadu,Krishnagiri,635104,0,3
30-11-2025,Tamil Nadu,Krishnagiri,635306,0,1
30-11-2025,Tamil Nadu,Krishnagiri,635307,0,2
23-11-2025,Tamil Nadu,Krishnagiri,635204,0,1
21-12-2025,Tamil Nadu,Krishnagiri,635002,0,1
21-12-2025,Tamil Nadu,Krishnagiri,635107,0,1
21-12-2025,Tamil Nadu,Krishnagiri,635112,0,8
21-12-2025,Tamil Nadu,Krishnagiri,635116,0,3
21-12-2025,Tamil Nadu,Krishnagiri,635304,0,2
21-12-2025,Tamil Nadu,Krishnagiri,635307,0,4
15-12-2025,Tamil Nadu,Krishnagiri,635111,0,1
14-12-2025,Tamil Nadu,Krishnagiri,635001,0,7
14-12-2025,Tamil Nadu,Krishnagiri,635102,0,3
14-12-2025,Tamil Nadu,Krishnagiri,635108,0,2
14-12-2025,Tamil Nadu,Krishnagiri,635120,0,1
14-12-2025,Tamil Nadu,Krishnagiri,635123,0,1
14-12-2025,Tamil Nadu,Krishnagiri,635206,0,2
07-12-2025,Tamil Nadu,Krishnagiri,635112,1,4
07-12-2025,Tamil Nadu,Krishnagiri,635124,0,2
07-12-2025,Tamil Nadu,Krishnagiri,635203,0,9
07-12-2025,Tamil Nadu,Krishnagiri,636806,0,1
16-11-2025,Tamil Nadu,Krishnagiri,635001,0,3
16-11-2025,Tamil Nadu,Krishnagiri,635110,0,1
16-11-2025,Tamil Nadu,Krishnagiri,635113,1,0
16-11-2025,Tamil Nadu,Krishnagiri,635120,0,1
04-11-2025,Tamil Nadu,Krishnagiri,635111,0,1
06-11-2025,Tamil Nadu,Krishnagiri,636812,0,1
01-11-2025,Tamil Nadu,Krishnagiri,635111,0,1
09-11-2025,Tamil Nadu,Krishnagiri,635114,1,0
09-11-2025,Tamil Nadu,Krishnagiri,635122,0,1
09-11-2025,Tamil Nadu,Krishnagiri,635206,0,2
09-11-2025,Tamil Nadu,Krishnagiri,635304,1,1
06-10-2025,Tamil Nadu,Krishnagiri,635111,0,1
